c_resid,unit,nace_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
FOR,PCH_PRE,I552_I553,DE	3.38 	7.4 	4.47 	1.38 	3.97 	4.66 	1.4 	7.96 b	2.73 	7.08 	-1.39 	8.83 	0.16 	7.33 	8.81 	4.7 	8.2 	1.4 	-1.3 	3.9 	4.7 	-1.9 	-3.3 	0 	-3.2 	-2.3 	-13.1 	0.7 	0 	119.3 
FOR,PCH_PRE,I552_I553,DK	-1.55 e	9.11 e	4.18 e	12.23 e	26.47 e	1.59 e	2 	-2.88 b	2.88 	2.63 	-11.81 	-4.95 	5.94 	3.98 	-0.36 	-8.9 	0.1 	0.7 	-2.9 	-2.8 	-1.7 	-8.7 	2.8 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EA	6.74 	8.28 e	10.61 e	7.05 	7.07 	6.63 	: 	2.26 b	1.74 e	4.26 e	1.76 e	14.03 e	: 	4.83 e	14.45 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EE	15.26 	4.41 	13.32 	13.83 	-2.03 	17.82 	11.8 	20.37 b	37.76 	4.75 	-9.11 	-14.47 	-4.08 	2.69 	28.23 	-28.6 	56.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EL	8.09 	16.66 	8.23 	3.95 	11.55 	49.48 	13.73 	-20.76 e	8 	0.1 	914.6 	9.96 	3.65 	-2.58 	39.24 	-23.6 	2.5 	-10.7 	-13.6 	35.2 	-29.5 	0.1 	5.3 	5.8 	-14.9 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,ES	1.04 	-2.3 	7.73 	13.48 	5.48 	7.96 	4.7 	0.66 b	7.75 	4.52 	-9.64 	-2.45 	-6.43 	4.22 	-3.45 	-7.6 	-0.3 	2 	-5.1 	468.4 	19 	12.1 	14.1 	-3.4 	4.5 	7.8 	38.3 	-6.3 	17.8 	-13.2 
FOR,PCH_PRE,I552_I553,EU27_2007	6.34 e	6.61 e	9.55 e	6.5 	32.95 	6.19 e	5.9 e	5.01 b	4.18 e	3.78 e	1.54 e	6.82 e	: 	3.76 e	13.72 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EU27_2020	6.32 	8.08 e	10.95 e	7.74 	8.31 	6.17 	: 	8.39 b	3.05 e	2.8 e	1.18 e	: 	: 	3.31 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EU28	6.08 e	6.66 e	10.14 e	7.04 	29.9 	6.31 e	6.17 e	9.89 b	4.26 e	2.09 e	1.54 e	6.96 e	: 	3.6 e	13.02 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,FI	5.81 	9.24 	21.94 	-4.47 	-13.42 	-1.25 	6.6 	5.55 b	10.47 	2.09 	-4.97 	-1.45 	4.77 	7.93 	-4.52 	6.5 	0.7 	9.2 	2.4 	1.3 	2.6 	-1 	14.4 	-2.9 	-18 	1.5 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,FR	5.2 	7.82 	9.26 	-3.35 	0.2 	-2.13 	5.7 	0.61 b	58.8 	1.62 	2.32 	-2.25 	-0.23 	0.84 	2.41 	-1.3 	-3.6 	3.5 	-10.4 	8.9 	0.4 	: 	: 	: 	-11.5 	9.6 	5.8 	0.9 	6.9 	: 
FOR,PCH_PRE,I552_I553,HR	3.57 	7.14 	16.18 	12.97 	11.72 	6.97 	8.6 	91.78 b	8.58 	-17.72 	2.58 	2.47 	7.41 	0.77 	-1.22 	4.8 	9.3 	2.5 	17 	46.1 	-11.2 	12.7 	41.4 	82.1 	-31.7 	52.5 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,HU	8.1 	6.22 	14.43 	10.51 	13.87 	13.25 	12.5 	31.65 b	1.81 	-19.51 	-1.76 	-0.29 	6.53 	-1.82 	-4.02 	-8.7 	-1.4 	-11.6 	-34.3 	0.1 	-4.9 	-8.3 	-10.1 	2.1 	-7.4 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,IE	-55.65 e	: 	: 	22.42 e	5.21 e	21.16 e	: 	-35.77 u	2.41 u	12.72 u	: 	: 	: 	: 	: 	: 	: 	: 	-91 	827.7 	19.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,IS	: 	: 	: 	4.11 	26.34 	66.33 	19.8 	40.28 b	13.34 	-11.7 	32.18 	9.35 	6.59 	13.28 	-5.3 	9.5 	5.5 	-7.4 	11.2 	9.3 	2.9 	16 	-2 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,IT	7.72 	8 	13.47 	11.87 	9.9 	5.76 	4.1 	4.16 b	8.02 	3.32 	4.45 	0.32 	5.51 	6.9 	5.67 	-0.5 	-2.6 	5.8 	5.1 	18.7 	6 	3.8 	9.9 	6.8 	14.6 	15.6 	1.5 	-3.8 	8.2 	1.3 
FOR,PCH_PRE,I552_I553,LI	8.06 	27.75 	13.38 	12.58 	6.14 	4.28 	-17.3 	-35.7 b	-5.92 	2.1 	-1.8 	-0.45 	1.71 	0.67 	-5.44 	0.2 	-0.8 	-0.4 	26.6 	0.6 	-9.8 	131.2 	-61.6 	-2.7 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,LT	14.55 	21.78 	7.76 	18.13 	8.36 	17.63 	15.8 	311.01 b	9.93 	16.81 	-20.11 	-11.68 	34.49 	9.51 	-8.57 	7.5 	9.8 	8.3 	25.9 	-14.3 	13 	-28 	22.7 	12.9 	39.2 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,LU	13.53 	-9.02 	8.17 	-6.63 	7.26 	12.53 	0.8 	-5.99 b	24.48 	-21.9 	-2.91 	-3 	-10.19 	-4.48 	-6.87 	-7.3 	-0.3 	10.5 	-1.3 	-7.1 	7.4 	-1.6 	3.2 	-3.6 	-1.6 	-5 	6.1 	-12 	4.7 	-2.3 
FOR,PCH_PRE,I552_I553,LV	11.99 	5.69 	17.27 	19.3 	-18.53 	6.36 	13.2 	33.92 b	23.99 	10.95 	-42.6 	22.7 	13.9 	41.46 	93.23 	104.9 	36.8 	160.1 	61.6 	48.3 	-38.4 	-11 	111.7 	-49.8 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,ME	: 	: 	-95.08 	2.85 	: 	: 	: 	9133.75 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,MK	4.59 	11.64 	32.06 	-16.32 	-7.6 	14.57 	-2.1 	-1.15 b	-16.43 	-23.34 	-5.66 	: 	: 	: 	: 	: 	: 	24.7 	-69.6 	40.5 	-19.9 	32.8 	-23.7 	61.7 	: 	: 	40.4 	-64.7 	-75.2 	: 
FOR,PCH_PRE,I552_I553,MT	16.02 	9.81 	7.36 	38.68 	-26.67 	54.24 	87.3 	2.58 b	14.1 	-19.03 	0.58 	0.83 	33.91 	2.68 	92.44 	-9.7 	77.6 	-23.1 	-97.2 	0.3 	24.8 	-3.5 	6 	55.4 	4.9 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,NL	12.41 	8.93 	10.26 	5.53 	10.02 	6.54 	18.2 b	2.91 b	5.39 	-0.46 	4.68 	-9.81 	5.68 	12.44 	-5.57 	-9.1 	4.1 	5.2 	-9.2 	-2.9 	23.5 	12.3 	6.3 	-11 	3.2 	-13 	-7.9 	-0.3 	13.9 	13.7 
FOR,PCH_PRE,I552_I553,NO	: 	: 	: 	10.9 	5.46 	-0.14 	-0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	-0.2 	-7.5 	1.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,PL	6.86 	7.85 	10.27 	13.49 	5.38 	5.09 	-8.8 	21.43 b	7.38 	-0.06 	-2.62 	-13.3 	-3.74 	-1.96 	6.97 	-13 	3.5 	-8.1 	8.3 	19.7 	-20.5 	-9.3 	-12.7 	-10.8 	-4 	-6.2 	-7.5 	33.8 	: 	: 
FOR,PCH_PRE,I552_I553,PT	19.11 	44.08 	41.32 	38.58 	42.37 	17.42 	34.2 b	-2.47 b	-5.63 	-5.38 	-2.22 	8.6 	6.59 	12.48 	-8.55 	-5 	-4.4 	9.1 	-4.7 	2.7 	-17.3 	16.7 	-2.5 	-13.1 	-1.4 	-1.6 	-12.4 	-21.4 	6.7 	-0.7 
FOR,PCH_PRE,I552_I553,RO	4.52 	-0.25 	21.66 	17.38 	31.46 	-0.51 	8.4 	432.02 b	6.3 	-1.58 	-25.41 	33.71 	18.54 	-28.11 	-14.49 	73.1 	-9.2 	-13.5 	36.5 	29.9 	-39.1 	-14 	246.4 	-66 	-68.3 	-36.3 	195 	-96.8 	1313.8 	: 
FOR,PCH_PRE,I552_I553,RS	: 	: 	: 	14.83 	18.68 	13.95 	7.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,SE	12.96 	3.59 	1.24 	1.66 	20.15 	8.13 	-1.5 	-3.17 b	-1.86 	-7.97 	1.5 	-16.42 	16.76 	-14.84 	3.91 	20.4 	1 	11.6 	11.6 	395.8 	2.3 	-79.7 	-10.3 	: 	: 	12.7 	4.7 	-4.2 	-15.1 	-13.3 
FOR,PCH_PRE,I552_I553,SI	: 	: 	30.16 	16.25 	20.62 	4.38 	10.3 	35.22 b	13.98 	7.96 	-5.43 	-3.4 	7.74 	0.73 	-0.9 	19.5 	9 	2.7 	59.1 	28.4 	-19.2 	4 	53.5 	34.9 	-13.3 	44.6 	26.5 	: 	: 	: 
FOR,PCH_PRE,I552_I553,SK	22.76 	12.48 	8.08 	26.05 	11.17 	-9.44 	5.7 	2.14 b	4.32 	-13.4 	-28.12 	4.24 	4.19 	2.45 	1.9 	-11.1 	-5.2 	20.4 	36.4 	4.4 	8.7 	27.4 	-21 	14.7 	-28.1 	89.6 	7.1 	-5.7 	-22 	: 
FOR,PCH_PRE,I552_I553,TR	21.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,UK	: 	: 	: 	4.88 	: 	: 	: 	44.73 b	7.28 	-6.19 	4.34 	-14.83 	5.55 	10.5 	15.44 	18.7 	-0.4 	-25.1 	0 	0 	2 	-6.8 	2.8 	5.1 	28.9 	15.4 	0 	8.3 	-7.7 	: 
FOR,PCH_PRE,I553,AT	4.78 	9.27 	11.97 	4.47 	13.18 	-4.54 	0.8 	6.99 b	5.21 	-2.29 	-0.41 	3.62 	7.25 	-5.64 	-3.37 	-4.2 	15.6 	5.2 	8.3 	-4.9 	-3.5 	5.1 	-8.6 	-6.1 	-9.4 	-2.5 	-11.5 	-1.7 	-4.7 	3.2 
FOR,PCH_PRE,I553,BE	0.89 	18.38 	4.67 	-11.3 	12.21 	2.27 	0.6 	-17 b	-1.34 	2.76 	18.71 	-1.78 	-0.11 	3.29 	-4.68 	-8.3 	11.4 	9.8 	-0.7 	-9.7 	10.2 	-12.3 	-4 	-8.1 	-53.8 	-3.2 	6.8 	: 	: 	: 
FOR,PCH_PRE,I553,BG	47.75 	-14.36 	75.69 	20.15 	-42.57 	-49 	-11.1 	-45.02 b	95.04 	7.02 	-38.06 	-12.78 	-22.49 	-1.95 	-23.43 	-9.6 	1.5 	-13.4 	10 	11.2 	-53.9 	-12.8 	7.5 	2.8 	9.3 	-9.6 	-27.4 	39 	-92.1 	: 
FOR,PCH_PRE,I553,CH	: 	: 	: 	16.11 	-9.74 	-8.9 	-3.2 	-4.57 b	-7.8 	-10.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-8.6 	0.6 	5.7 	6.4 
FOR,PCH_PRE,I553,CY	277.78 	-71.08 	104.1 	-84.22 	-15.43 	-3.08 	-29.2 	-24.7 b	-39.99 	30.5 	62.63 	-10.9 	-12.91 	-21.59 	26.41 	66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,CZ	8.13 	13.17 	13.05 	2.75 	21.83 	-3.99 	-6.3 	4.22 b	0.89 	-28.94 	-5.01 	-12.55 	-27.24 	-3.76 	-6.19 	34.6 	62.3 	-22.6 	-60.2 	-3.6 	37.6 	25.9 	-10.9 	17.8 	9.9 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,DE	-1.51 	13.54 	3.66 	-1.35 	7.5 	1.91 	-2.4 	6.99 b	1.39 	3.45 	4.79 	7.14 	-1.27 	6.31 	2.12 	-1.2 	10.9 	1.8 	-0.6 	0.2 	6.6 	-2.9 	-6 	-3.2 	-22.8 	-1.6 	-15.5 	1.1 	13.1 	736.2 
FOR,PCH_PRE,I553,DK	1.24 e	9.54 e	-4.22 e	3.63 e	3.39 e	6.81 e	7.6 	-2.25 b	-5.3 	0.17 	-8.66 	0.25 	1.84 	-1.21 	-0.9 	-5.9 	4 	0.8 	-1.5 	-7 	2.2 	-14 	6.8 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EA	2.29 	5.36 e	8.02 e	2.76 	3.34 	1.72 	: 	-2.94 b	0.24 e	0.65 e	2.45 e	-2.89 e	: 	2.02 e	-2.55 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EE	25.82 	0.92 	: 	: 	: 	: 	: 	-100 b	8.15 	2.95 	-1.47 	-11.87 	-23.39 	83.74 	12.1 	24.2 	88.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EL	3.31 	29.65 	17.48 	-6.69 	7.22 	13.02 	16.13 	-32.31 b	-3.44 	-2.55 	4.47 	9.96 	3.65 	-2.58 	39.24 	-23.6 	2.5 	-10.7 	-13.6 	35.2 	-29.5 	0.1 	5.3 	5.8 	-14.9 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,ES	3.57 	1.28 	5.51 	12.02 	8.07 	4.78 	5.2 	-2.75 b	-1.23 	0.94 	-5.69 	-2.77 	-0.04 	2.77 	-4.44 	-8.6 	9.3 	10.6 	6 	7.6 	19 	12.1 	14.1 	-3.4 	4.5 	7.8 	38.3 	-6.3 	17.8 	-13.2 
FOR,PCH_PRE,I553,EU27_2007	2.75 e	5.38 e	7.44 e	1.96 	3.78 	1.78 e	3.95 	-3.12 b	0.58 e	-0.04 e	1.62 e	-4.25 e	: 	0.37 e	1.41 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EU27_2020	2.46 	5.23 e	7.57 e	2.43 	4.87 	1.6 	: 	-1.67 b	0.85 e	-0.21 e	2.17 e	: 	: 	-0.47 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EU28	2.52 e	5.16 e	7.57 e	1.95 	3.87 	1.54 e	3.76 	-2.15 b	1.16 e	0.1 e	1.91 e	-3.88 e	: 	-0.02 e	1.32 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,FI	10.02 	3.14 	5.46 	1.22 	-10.29 	-4.94 	-1.5 	1.13 b	8.81 	-2.11 	-5.2 	-7.71 	3.53 	2.92 	-8.94 	1.4 	-1.6 	7.9 	3.9 	-1.5 	9.7 	-1.3 	10.7 	-5.4 	-23 	-0.1 	: 	: 	: 	: 
FOR,PCH_PRE,I553,FR	1.21 	4.96 	9.61 	-1.83 	-0.09 	-0.84 	4.8 	2.13 b	-1.22 	1.62 	2.32 	-2.25 	-0.23 	0.84 	2.41 	-1.3 	-3.6 	3.5 	-10.4 	8.9 	0.4 	: 	: 	: 	-11.5 	9.6 	5.8 	0.8 	6.9 	: 
FOR,PCH_PRE,I553,HR	0.42 	3.23 	8.74 	1.9 	4.69 	-0.5 	2.1 	7.21 b	8.08 	1.46 	4.9 	0.19 	4.38 	-4.13 	0.19 	4.9 	6.7 	5 	9.2 	46.9 	-11.7 	14.8 	46.3 	103 	-34 	57.2 	: 	: 	: 	: 
FOR,PCH_PRE,I553,HU	-1.39 	5.91 	11.69 	-0.51 	2.29 	5.18 	-0.8 	27.9 b	1.33 	-21.96 	7.28 	6.74 	8.74 	-11.9 	-8.16 	-8.9 	-1.8 	-7.6 	3.3 	-3.2 	2.7 	-5.3 	-8.1 	3.4 	-13.9 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,IE	-21.94 e	: 	: 	-12.9 e	17.43 e	5.65 e	: 	-30.37 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,IS	: 	: 	: 	16.62 	9.06 	92.58 	-6.2 	19.34 b	7.55 	-18.77 	36.99 	15.93 	11.9 	12.82 	1.01 	11.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,IT	1.42 	-1.11 	6.2 	6.36 	0.87 	2.48 	0.4 	-11.98 b	5.12 	0.04 	5.68 	-0.8 	6.14 	2.98 	2.14 	-1.9 	-6.6 	-1.1 	5.3 	6.9 	4.7 	3.6 	2.3 	5.6 	13.6 	15.8 	2.9 	-6.2 	9.5 	0.4 
FOR,PCH_PRE,I553,LI	21.47 	46.83 	42.84 	16.94 	4.17 	-18.62 	27 	-80.96 b	-4.4 	9.3 	-7.95 	2.72 	-1.66 	: 	: 	-2.3 	-2.3 	-5.6 	11.3 	-6.9 	-6.9 	: 	: 	-2.8 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,LT	31.56 	16.14 	-7.27 	11.04 	14.4 	-8.16 	14.6 	-2.24 b	18.24 	26.58 	5.53 	15.71 	2.96 	-3.08 	22.28 	105.2 	13.6 	-5 	55.5 	24.2 	5.8 	-19 	20.9 	10.5 	-23.8 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,LU	25 	-12.54 	5.27 	-7.22 	6.17 	8.84 	3.5 	-7.35 b	8.36 	-10.49 	-2.37 	-1.39 	-14.81 	-7.79 	-11.06 	-5.6 	3.8 	11.7 	0.6 	-8 	11.3 	-3.7 	4.5 	-12.7 	5.7 	-2.1 	5.8 	-17.7 	5.8 	: 
FOR,PCH_PRE,I553,LV	19.21 	13.72 	8.23 	15.85 	-17.6 	17.37 	9.5 	-10.75 b	-6.95 	22.76 	-56.14 	36.58 	7.84 	27.87 	62.15 	126.7 	33.1 	341.8 	99.5 	8.2 	-32.7 	-16.8 	850.3 	-86.5 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,ME	: 	: 	-18.58 	27.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,MK	-0.52 	20.52 	2.19 	-13.89 	-20.27 	19.59 	90 	34.2 b	-4.03 	4.15 	75.79 	: 	: 	: 	: 	: 	: 	36.8 	-93.6 	383.7 	-4 	-66.8 	71.1 	-62.5 	0.8 	-33.8 	82.8 	-71.1 	-83.3 	: 
FOR,PCH_PRE,I553,NL	10.11 	13.06 	9.33 	2.28 	4.84 	9.39 	12.7 b	-2.21 b	1.62 	-2.91 	10.84 	-21.41 	7.62 	4.42 	-6.33 	-20.8 	15.8 	11.2 	-12.6 	-8.1 	36.8 	9.5 	2.1 	-18.8 	2.4 	2.4 	-16.9 	0.9 	11.4 	5.6 
FOR,PCH_PRE,I553,NO	: 	: 	: 	11.7 	6.84 	1.3 	-26.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.8 	-1 	-9.5 	3.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,PL	12.55 	10.52 	7.61 	6.62 	23.58 	8.86 	-31 	53.02 b	8.99 	-5.53 	-10.56 	-12.38 	1.6 	-12.27 	28.87 	8.3 	21.2 	17.4 	6.5 	-21.9 	-19.9 	-0.4 	-33.6 	-4.1 	33.1 	1.4 	-31.9 	-14 	: 	: 
FOR,PCH_PRE,I553,PT	-1.01 	3.05 	2.79 	25.14 	12.33 	11 	2.5 	-3.19 b	-5.34 	-5.4 	-0.28 	6.8 	5.14 	14.35 	-6.33 	-8 	-6.1 	8.2 	-5.6 	1.1 	-18.7 	18.1 	-3.5 	-15.6 	-1.2 	-2.6 	-13.2 	-21.3 	8.2 	-1.5 
FOR,PCH_PRE,I553,RO	2.44 	-11.05 	42.09 	2.62 	76.63 	-67.11 	-21.8 	59.8 b	15.19 	-1.49 	-33.86 	100.42 	9.98 	-16.77 	-37.27 	12.2 	37.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,RS	: 	: 	: 	-18.24 	4.66 	8.65 	3.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,SE	7.91 	4.91 	1.42 	-0.93 	26.29 	7.75 	-0.3 	-6.17 b	0.52 	-10.25 	1.86 	-21.92 	18.84 	-18.56 	4.6 	27.1 	2.3 	6 	12.1 	: 	: 	: 	-9.4 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,SI	: 	: 	32.92 	8.85 	12.22 	-2.97 	2.2 	3.43 b	15.26 	-5.25 	-4.34 	14.77 	10.19 	0.46 	-3.86 	19.7 	20.8 	2 	0.4 	56.5 	-25.5 	1.5 	41.8 	41.6 	-16.3 	62.3 	33.2 	: 	: 	: 
FOR,PCH_PRE,I553,SK	-3.95 	13.53 	2.39 	31.67 	14.32 	-16.93 	1.1 	14.48 b	-2.92 	-3.93 	-39.84 	-3.33 	-5.21 	-1.24 	-12.68 	-22 	-4.7 	55.6 	27.8 	12.3 	9.4 	38 	-32.3 	8.1 	-51.1 	114.7 	-16.4 	17.7 	-31.7 	: 
FOR,PCH_PRE,I553,TR	50.34 	: 	: 	197.5 	-74.39 	174.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,UK	: 	: 	: 	-15.3 	: 	: 	45.6 	-17.69 b	7.51 	12.47 	-7.1 	-29.45 	16.39 	14.35 	17.98 	43.4 	-4.1 	-47.2 	0 	0 	0.1 	-9.8 	4.5 	11.4 	-57.3 	4.7 	7.2 	8.2 	-1.3 	: 
NAT,NR,I551,AT	11144380 	10912445 	10576133 	10331297 	9861284 	9574431 	9366270 	9310247 	8965539 	8804498 	8322507 	8118441 	7874934 	7399477 	6895784 	6599752 	6436799 	6285617 	6261520 	5955582 	5620487 	5298726 	5032782 	4855975 	4761137 	4632328 	4494186 	4465500 	4459459 	4189792 
NAT,NR,I551,BE	4953824 	4801151 	4491817 	4325879 	4304415 	4175387 	3947228 	3805589 	3882797 	3601163 	3217353 	3081487 	2877165 	2596080 	2364441 	2208149 	2119425 	2103047 	2093205 	2048489 	1861826 	1740389 	1647396 	1542852 	1480115 	1348280 	1211588 	1212853 	: 	: 
NAT,NR,I551,BG	3516760 	3316894 	3261648 	3272541 	2937839 	2726631 	2610602 	2450130 	2241959 	1996409 	2100105 	2441548 	2228193 	1920650 	1720567 	1502556 	1430690 	1354578 	1206771 	1324829 	1267130 	1408560 	1271534 	1531652 	1783145 	1795879 	2033526 	2401447 	2178768 	4299887 
NAT,NR,I551,CH	: 	: 	: 	8287160 	8137268 	8016349 	7876619 	7744008 	7707080 	7587334 	7282756 	7401982 	7196549 	6959958 	6584331 	: 	: 	6190478 	6177513 	5985777 	5649568 	5366417 	5169850 	4886237 	4914946 	4958890 	4825786 	4917956 	5142830 	4978657 
NAT,NR,I551,CY	553143 	511239 	456572 	461609 	441137 	431992 	438104 	505244 	543259 	610074 	592686 	528491 	534937 	508862 	449109 	446137 	400226 	375689 	330896 	279159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I551,CZ	7768037 	7455478 	6924041 	6297651 	5736436 	5052889 	5045667 	5047656 	4102084 	3815700 	3726093 	3953556 	3794799 	3595316 	3388360 	3345924 	3461748 	3438098 	3293198 	3397816 	3159881 	3109602 	3466406 	3121052 	2250122 	1931309 	: 	: 	: 	: 
NAT,NR,I551,DE	115243500 	111550875 	108215315 	104271185 	100982801 	97846589 	94618956 	93428787 	90793947 	85639738 	81075597 	80987578 	79282734 	76406515 	73777338 	71319615 	68704244 	68694684 	70892363 	70828066 	66929459 	62981909 	60773350 	59334569 	57949520 	55182794 	54046536 	54680225 	48637632 	46756549 
NAT,NR,I551,DK	3446510 e	3196464 e	3101709 e	2988511 e	2827006 e	2606932 e	2454332 	2384598 	2322199 	2165966 	2038612 	2242694 	2301950 	2085971 	1898672 	1756825 	1655020 	1698062 	1646975 	1640262 	1577447 	1549809 	1489479 	1500088 	: 	: 	: 	: 	: 	: 
NAT,NR,I551,EA	375062040 	363832530 e	355161822 e	342673723 	332958380 	320488774 	: 	312060098 	311415978 	302366481 	293987797 	296143249 	: 	281636556 e	267521624 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I551,EE	1137618 	1082520 	1032627 	949639 	880083 	818257 	756251 	704680 	667965 	611805 	560083 	658123 	675611 	571238 	428003 	384586 	306465 	250244 	306287 	292820 	268183 	276555 	204748 	184930 	190420 	173379 	96918 	: 	: 	: 
NAT,NR,I551,EL	7369417 	7342137 	6105805 	5996434 	5744134 	5536719 	5518835 	5257258 	6312960 	6876371 	7352183 	6967623 	6949608 	6127573 	5932911 	5567107 	5649512 	5464953 	5527692 	5837019 	5618886 	5530490 	5374694 	4694269 	4702301 	4604292 	: 	: 	: 	: 
NAT,NR,I551,ES	52734187 	51165710 	50453257 	49543245 	47523598 	44682747 	42569374 	43025752 	45824875 	46233329 	45138083 	47241159 	48640681 	47444137 	41600341 	39211402 	35282766 	33258122 	32892302 	32132989 	31789683 	25582824 	23347442 	21722957 	21142958 	20139851 	19137352 	19356281 	21462126 	20977631 
NAT,NR,I551,EU27_2007	500708965 e	482897056 e	469962973 e	450400276 	437030314 	421666012 e	411923572 	410492906 	396058578 	385602939 	381095407 	383558816 	: 	366264298 e	355343966 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I551,EU27_2020	443623558 	428626462 e	416674434 e	400913942 	386452922 	369410830 	: 	357367893 	355462687 	344108054 	333786167 	338431582 	: 	320481476 e	303735261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
